Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
10.0,0,42.0,1.0,4.2,5,1,v South Africa,Johannesburg,2020-02-09,ODI # 4242,60.0,Moeen Ali
10.0,0,37.0,0.0,3.7,5,1,v Ireland,Southampton,2020-07-30,ODI # 4256,60.0,Moeen Ali
8.0,0,27.0,0.0,3.37,3,1,v Ireland,Southampton,2020-08-01,ODI # 4257,48.0,Moeen Ali
7.0,0,51.0,0.0,7.28,4,2,v Ireland,Southampton,2020-08-04,ODI # 4258,42.0,Moeen Ali
10.0,0,59.0,0.0,5.9,4,1,v Australia,Manchester,2020-09-11,ODI # 4259,60.0,Moeen Ali
3.0,0,28.0,0.0,9.33,6,1,v India,Pune,2021-03-23,ODI # 4281,18.0,Moeen Ali
10.0,0,47.0,0.0,4.7,5,1,v India,Pune,2021-03-26,ODI # 4283,60.0,Moeen Ali
7.0,0,39.0,1.0,5.57,6,1,v India,Pune,2021-03-28,ODI # 4284,42.0,Moeen Ali
2.0,0,5.0,1.0,2.5,6,1,v Sri Lanka,Chester-le-Street,2021-06-29,ODI # 4296,12.0,Moeen Ali
10.0,0,57.0,3.0,5.7,4,2,v Netherlands,Amstelveen,2022-06-17,ODI # 4413,60.0,Moeen Ali
4.0,0,30.0,0.0,7.5,5,1,v Netherlands,Amstelveen,2022-06-19,ODI # 4414,24.0,Moeen Ali
2.0,0,9.0,0.0,4.5,6,2,v India,The Oval,2022-07-12,ODI # 4424,12.0,Moeen Ali
4.0,0,30.0,1.0,7.5,5,2,v India,Lord's,2022-07-14,ODI # 4428,24.0,Moeen Ali
8.0,0,33.0,0.0,4.12,4,2,v India,Manchester,2022-07-17,ODI # 4433,48.0,Moeen Ali
8.0,0,47.0,1.0,5.87,3,1,v South Africa,Chester-le-Street,2022-07-19,ODI # 4434,48.0,Moeen Ali
